Chr Start End Length Strand_Up Gene_Up Strand_Down Gene_Down
ENSG00000183020 11 1012240 1295600 283361 1 ENSG00000183020 -1 ENSG00000078902
ENSG00000078902 11 1330885 1490686 159802 -1 ENSG00000078902 -1 ENSG00000182208
ENSG00000182208 11 1522478 1575273 52796 -1 ENSG00000182208 -1 ENSG00000184545
ENSG00000184545 11 1593151 1773981 180831 -1 ENSG00000184545 -1 ENSG00000117984
ENSG00000117984 11 1785223 1968507 183285 -1 ENSG00000117984 1 ENSG00000214026
ENSG00000214026 11 2005753 2397406 391654 1 ENSG00000214026 1 ENSG00000110651
ENSG00000110651 11 2418650 2421717 3068 1 ENSG00000110651 1 ENSG00000184281
ENSG00000184281 11 2425107 2904442 479336 1 ENSG00000184281 -1 ENSG00000129757
ENSG00000129757 11 2907112 2965666 58555 -1 ENSG00000129757 -1 ENSG00000205531
ENSG00000205531 11 3013608 3022151 8544 -1 ENSG00000205531 -1 ENSG00000110619
ENSG00000110619 11 3078844 3108345 29502 -1 ENSG00000110619 -1 ENSG00000021762
ENSG00000021762 11 3187970 3360490 172521 -1 ENSG00000021762 -1 ENSG00000005801
ENSG00000005801 11 3400449 3692312 291864 -1 ENSG00000005801 -1 ENSG00000110713
ENSG00000110713 11 3819023 3848207 29185 -1 ENSG00000110713 -1 ENSG00000177105
ENSG00000177105 11 3862214 3875756 13543 -1 ENSG00000177105 1 ENSG00000167323
ENSG00000167323 11 4114440 4115936 1497 1 ENSG00000167323 1 ENSG00000167325
ENSG00000167325 11 4160107 4406126 246020 1 ENSG00000167325 -1 ENSG00000132109
ENSG00000132109 11 4414927 5684424 1269498 -1 ENSG00000132109 -1 ENSG00000132256
ENSG00000132256 11 5959850 6232564 272715 -1 ENSG00000132256 -1 ENSG00000051009
ENSG00000051009 11 6255942 6340175 84234 -1 ENSG00000051009 -1 ENSG00000170955
ENSG00000170955 11 6341878 6411654 69777 -1 ENSG00000170955 1 ENSG00000166311
ENSG00000166311 11 6416229 6469842 53614 1 ENSG00000166311 -1 ENSG00000110171
ENSG00000110171 11 6495690 6496909 1220 -1 ENSG00000110171 -1 ENSG00000132254
ENSG00000132254 11 6502667 6502676 10 -1 ENSG00000132254 1 ENSG00000132286
ENSG00000132286 11 6505910 6616304 110395 1 ENSG00000132286 -1 ENSG00000132275
ENSG00000132275 11 6624851 6624960 110 -1 ENSG00000132275 1 ENSG00000166333
ENSG00000166333 11 6632103 6627525 -4577 1 ENSG00000166333 -1 ENSG00000166337
ENSG00000166337 11 6633899 6633999 101 -1 ENSG00000166337 -1 ENSG00000166340
ENSG00000166340 11 6640693 6702012 61320 -1 ENSG00000166340 -1 ENSG00000158042
ENSG00000158042 11 6704633 7534528 829896 -1 ENSG00000158042 1 ENSG00000166387
ENSG00000166387 11 7678359 7991797 313439 1 ENSG00000166387 1 ENSG00000175390
ENSG00000175390 11 8023410 8127596 104187 1 ENSG00000175390 -1 ENSG00000166405
ENSG00000166405 11 8190603 8413417 222815 -1 ENSG00000166405 -1 ENSG00000130413
ENSG00000130413 11 8615837 8633583 17747 -1 ENSG00000130413 -1 ENSG00000166436
ENSG00000166436 11 8693414 8703957 10544 -1 ENSG00000166436 1 ENSG00000166441
ENSG00000166441 11 8736307 8932685 196379 1 ENSG00000166441 1 ENSG00000166452
ENSG00000166452 11 8941632 8968840 27209 1 ENSG00000166452 -1 ENSG00000175348
ENSG00000175348 11 8986559 9160371 173813 -1 ENSG00000175348 -1 ENSG00000184014
ENSG00000184014 11 9286938 9302200 15263 -1 ENSG00000184014 -1 ENSG00000166471
ENSG00000166471 11 9336328 9406168 69841 -1 ENSG00000166471 1 ENSG00000205339
ENSG00000205339 11 9469674 9481865 12192 1 ENSG00000205339 1 ENSG00000166478
ENSG00000166478 11 9550072 9595227 45156 1 ENSG00000166478 1 ENSG00000166483
ENSG00000166483 11 9615005 9685623 70619 1 ENSG00000166483 1 ENSG00000133789
ENSG00000133789 11 9774539 9800213 25675 1 ENSG00000133789 -1 ENSG00000133812
ENSG00000133812 11 10315755 10326226 10472 -1 ENSG00000133812 1 ENSG00000148926
ENSG00000148926 11 10328945 10529433 200489 1 ENSG00000148926 -1 ENSG00000255823
ENSG00000255823 11 10530724 10533224 2501 -1 ENSG00000255823 -1 ENSG00000110315
ENSG00000110315 11 10562778 10772533 209756 -1 ENSG00000110315 1 ENSG00000198730
ENSG00000198730 11 10801291 10818596 17306 1 ENSG00000198730 -1 ENSG00000110321
ENSG00000110321 11 10830658 10833620 2963 -1 ENSG00000110321 -1 ENSG00000236287
ENSG00000236287 11 10880344 11862969 982626 -1 ENSG00000236287 1 ENSG00000170242
ENSG00000170242 11 11980871 12398731 417861 1 ENSG00000170242 1 ENSG00000197702
ENSG00000197702 11 12552349 12695968 143620 1 ENSG00000197702 1 ENSG00000187079
ENSG00000187079 11 12966299 13298198 331900 1 ENSG00000187079 1 ENSG00000133794
ENSG00000133794 11 13408814 13409547 734 1 ENSG00000133794 -1 ENSG00000148925
ENSG00000148925 11 13484845 13690216 205372 -1 ENSG00000148925 1 ENSG00000197601
ENSG00000197601 11 13753894 14464985 711092 1 ENSG00000197601 -1 ENSG00000129083
ENSG00000129083 11 14521574 14515328 -6245 -1 ENSG00000129083 -1 ENSG00000129084
ENSG00000129084 11 14665182 14665268 87 -1 ENSG00000129084 1 ENSG00000152270
ENSG00000152270 11 14892351 16634678 1742328 1 ENSG00000152270 1 ENSG00000110696
ENSG00000110696 11 16778429 16799841 21413 1 ENSG00000110696 -1 ENSG00000166689
ENSG00000166689 11 17035991 17095935 59945 -1 ENSG00000166689 -1 ENSG00000110700
ENSG00000110700 11 17099335 17099276 -58 -1 ENSG00000110700 -1 ENSG00000011405
ENSG00000011405 11 17229531 17229699 169 -1 ENSG00000011405 1 ENSG00000070081
ENSG00000070081 11 17371522 17373272 1751 1 ENSG00000070081 1 ENSG00000188211
ENSG00000188211 11 17398889 17515441 116553 1 ENSG00000188211 -1 ENSG00000006611
ENSG00000006611 11 17565964 17809594 243631 -1 ENSG00000006611 -1 ENSG00000129158
ENSG00000129158 11 18034710 18091481 56772 -1 ENSG00000129158 -1 ENSG00000166788
ENSG00000166788 11 18127639 18300222 172584 -1 ENSG00000166788 -1 ENSG00000110756
ENSG00000110756 11 18343746 18343841 96 -1 ENSG00000110756 1 ENSG00000110768
ENSG00000110768 11 18388592 18415934 27343 1 ENSG00000110768 1 ENSG00000134333
ENSG00000134333 11 18429973 18489882 59910 1 ENSG00000134333 -1 ENSG00000074319
ENSG00000074319 11 18548780 18551155 2376 -1 ENSG00000074319 -1 ENSG00000151116
ENSG00000151116 11 18610295 18627947 17653 -1 ENSG00000151116 -1 ENSG00000179119
ENSG00000179119 11 18656339 19138645 482307 -1 ENSG00000179119 1 ENSG00000177054
ENSG00000177054 11 19197970 19245609 47640 1 ENSG00000177054 -1 ENSG00000129173
ENSG00000129173 11 19263168 20385230 1122063 -1 ENSG00000129173 1 ENSG00000109854
ENSG00000109854 11 20405330 20409075 3746 1 ENSG00000109854 1 ENSG00000185238
ENSG00000185238 11 20530841 22644078 2113238 1 ENSG00000185238 -1 ENSG00000183161
ENSG00000183161 11 22647388 22835344 187957 -1 ENSG00000183161 -1 ENSG00000198168
ENSG00000198168 11 22851846 27352373 4500528 -1 ENSG00000198168 -1 ENSG00000109881
ENSG00000109881 11 27385416 27387507 2092 -1 ENSG00000109881 -1 ENSG00000205213
ENSG00000205213 11 27494323 27516122 21800 -1 ENSG00000205213 -1 ENSG00000148943
ENSG00000148943 11 27528321 27676439 148119 -1 ENSG00000148943 -1 ENSG00000176697
ENSG00000176697 11 27743606 28042166 298561 -1 ENSG00000176697 -1 ENSG00000121621
ENSG00000121621 11 28129856 28129794 -61 -1 ENSG00000121621 1 ENSG00000169519
ENSG00000169519 11 28355055 30344597 1989543 1 ENSG00000169519 1 ENSG00000152219
ENSG00000152219 11 30359775 31391386 1031612 1 ENSG00000152219 1 ENSG00000170946
ENSG00000170946 11 31453397 31453947 551 1 ENSG00000170946 -1 ENSG00000148950
ENSG00000148950 11 31531193 31531296 104 -1 ENSG00000148950 1 ENSG00000109911
ENSG00000109911 11 31805547 31806339 793 1 ENSG00000109911 -1 ENSG00000007372
ENSG00000007372 11 31839510 31833938 -5571 -1 ENSG00000007372 1 ENSG00000049449
ENSG00000049449 11 32127302 32605343 478042 1 ENSG00000049449 1 ENSG00000149100
ENSG00000149100 11 32627809 32851488 223680 1 ENSG00000149100 1 ENSG00000135378
ENSG00000135378 11 32879670 32914723 35054 1 ENSG00000135378 1 ENSG00000060749
ENSG00000060749 11 33014863 33037409 22547 1 ENSG00000060749 1 ENSG00000121690
ENSG00000121690 11 33055129 33060962 5834 1 ENSG00000121690 1 ENSG00000176148
ENSG00000176148 11 33127490 33098733 -28756 1 ENSG00000176148 -1 ENSG00000176102
ENSG00000176102 11 33183918 33278217 94300 -1 ENSG00000176102 1 ENSG00000110422
ENSG00000110422 11 33378570 33719806 341237 1 ENSG00000110422 -1 ENSG00000085063
ENSG00000085063 11 33757992 33762484 4493 -1 ENSG00000085063 -1 ENSG00000110429
ENSG00000110429 11 33796090 34073229 277140 -1 ENSG00000110429 1 ENSG00000135387
ENSG00000135387 11 34122704 34127148 4445 1 ENSG00000135387 1 ENSG00000135372
ENSG00000135372 11 34169218 34460471 291254 1 ENSG00000135372 1 ENSG00000121691
ENSG00000121691 11 34493610 34874640 381031 1 ENSG00000121691 -1 ENSG00000149089
ENSG00000149089 11 34938047 34937375 -671 -1 ENSG00000149089 1 ENSG00000110435
ENSG00000110435 11 35042139 35160416 118278 1 ENSG00000110435 1 ENSG00000026508
ENSG00000026508 11 35253950 35639734 385785 1 ENSG00000026508 1 ENSG00000179431
ENSG00000179431 11 35642420 35684352 41933 1 ENSG00000179431 1 ENSG00000166326
ENSG00000166326 11 35829776 35965530 135755 1 ENSG00000166326 1 ENSG00000179241
ENSG00000179241 11 36253687 36295050 41364 1 ENSG00000179241 -1 ENSG00000110442
ENSG00000110442 11 36311000 36317837 6838 -1 ENSG00000110442 1 ENSG00000135362
ENSG00000135362 11 36486755 36508576 21822 1 ENSG00000135362 -1 ENSG00000175104
ENSG00000175104 11 36531823 36616050 84228 -1 ENSG00000175104 1 ENSG00000166352
ENSG00000166352 11 36694824 43333512 6638689 1 ENSG00000166352 1 ENSG00000166181
ENSG00000166181 11 43366080 43380481 14402 1 ENSG00000166181 1 ENSG00000052841
ENSG00000052841 11 43516484 43577985 61502 1 ENSG00000052841 1 ENSG00000149084
ENSG00000149084 11 43878168 43902360 24193 1 ENSG00000149084 1 ENSG00000166199
ENSG00000166199 11 43941817 44087474 145658 1 ENSG00000166199 1 ENSG00000110455
ENSG00000110455 11 44105773 44117098 11326 1 ENSG00000110455 1 ENSG00000151348
ENSG00000151348 11 44266980 45115563 848584 1 ENSG00000151348 1 ENSG00000019485
ENSG00000019485 11 45247735 45868668 620934 1 ENSG00000019485 1 ENSG00000121671
ENSG00000121671 11 45904799 45931219 26421 1 ENSG00000121671 -1 ENSG00000121680
ENSG00000121680 11 45940364 45950870 10507 -1 ENSG00000121680 -1 ENSG00000135365
ENSG00000135365 11 46142986 46354454 211469 -1 ENSG00000135365 1 ENSG00000149091
ENSG00000149091 11 46402105 46417963 15859 1 ENSG00000149091 -1 ENSG00000110497
ENSG00000110497 11 46615676 46624410 8735 -1 ENSG00000110497 -1 ENSG00000180423
ENSG00000180423 11 46639460 46638825 -634 -1 ENSG00000180423 1 ENSG00000175224
ENSG00000175224 11 46696369 46698629 2261 1 ENSG00000175224 -1 ENSG00000175220
ENSG00000175220 11 46722166 46722367 202 -1 ENSG00000175220 1 ENSG00000175213
ENSG00000175213 11 46727463 46764597 37135 1 ENSG00000175213 -1 ENSG00000175216
ENSG00000175216 11 46867848 46958239 90392 -1 ENSG00000175216 1 ENSG00000149179
ENSG00000149179 11 47185937 47185847 -89 1 ENSG00000149179 -1 ENSG00000149182
ENSG00000149182 11 47198677 47199075 399 -1 ENSG00000149182 -1 ENSG00000165912
ENSG00000165912 11 47207995 47236492 28498 -1 ENSG00000165912 1 ENSG00000134574
ENSG00000134574 11 47260768 47260852 85 1 ENSG00000134574 -1 ENSG00000134575
ENSG00000134575 11 47270458 47269850 -607 -1 ENSG00000134575 1 ENSG00000025434
ENSG00000025434 11 47290397 47290711 315 1 ENSG00000025434 1 ENSG00000110514
ENSG00000110514 11 47351583 47428682 77100 1 ENSG00000110514 1 ENSG00000165915
ENSG00000165915 11 47438048 47440319 2272 1 ENSG00000165915 -1 ENSG00000165916
ENSG00000165916 11 47447994 47487495 39502 -1 ENSG00000165916 -1 ENSG00000149187
ENSG00000149187 11 47587122 47586887 -234 -1 ENSG00000149187 1 ENSG00000213619
ENSG00000213619 11 47606115 47638866 32752 1 ENSG00000213619 -1 ENSG00000109919
ENSG00000109919 11 47664176 47738071 73896 -1 ENSG00000109919 -1 ENSG00000109920
ENSG00000109920 11 47788996 47799638 10643 -1 ENSG00000109920 -1 ENSG00000030066
ENSG00000030066 11 47870108 48002112 132005 -1 ENSG00000030066 1 ENSG00000149177
ENSG00000149177 11 48189671 57067111 8877441 1 ENSG00000149177 -1 ENSG00000149115
ENSG00000149115 11 57092427 57093458 1032 -1 ENSG00000149115 -1 ENSG00000149136
ENSG00000149136 11 57103352 57252006 148655 -1 ENSG00000149136 -1 ENSG00000149150
ENSG00000149150 11 57283260 57295935 12676 -1 ENSG00000149150 -1 ENSG00000134809
ENSG00000134809 11 57298277 57416464 118188 -1 ENSG00000134809 1 ENSG00000172409
ENSG00000172409 11 57429341 57435218 5878 1 ENSG00000172409 1 ENSG00000156599
ENSG00000156599 11 57468660 57471185 2526 1 ENSG00000156599 -1 ENSG00000156603
ENSG00000156603 11 57479694 57480071 378 -1 ENSG00000156603 1 ENSG00000213593
ENSG00000213593 11 57508446 57520714 12269 1 ENSG00000213593 1 ENSG00000198561
ENSG00000198561 11 57587019 58294343 707325 1 ENSG00000198561 -1 ENSG00000110031
ENSG00000110031 11 58345694 58346583 890 -1 ENSG00000110031 1 ENSG00000186660
ENSG00000186660 11 58388516 58874657 486142 1 ENSG00000186660 1 ENSG00000189057
ENSG00000189057 11 58894884 58910220 15337 1 ENSG00000189057 1 ENSG00000166801
ENSG00000166801 11 58922513 59341870 419358 1 ENSG00000166801 -1 ENSG00000110048
ENSG00000110048 11 59383618 59404188 20571 -1 ENSG00000110048 -1 ENSG00000166889
ENSG00000166889 11 59436454 59480928 44475 -1 ENSG00000166889 1 ENSG00000166900
ENSG00000166900 11 59573355 59573607 253 1 ENSG00000166900 -1 ENSG00000166902
ENSG00000166902 11 59578346 59620272 41927 -1 ENSG00000166902 -1 ENSG00000134827
ENSG00000134827 11 59634049 60609543 975495 -1 ENSG00000134827 1 ENSG00000110104
ENSG00000110104 11 60618555 60658201 39647 1 ENSG00000110104 -1 ENSG00000110107
ENSG00000110107 11 60674061 60681345 7285 -1 ENSG00000110107 1 ENSG00000110108
ENSG00000110108 11 60690916 60691934 1019 1 ENSG00000110108 1 ENSG00000006118
ENSG00000006118 11 60704632 60897727 193096 1 ENSG00000006118 -1 ENSG00000167987
ENSG00000167987 11 60929090 61066922 137833 -1 ENSG00000167987 -1 ENSG00000167986
ENSG00000167986 11 61110069 61129472 19404 -1 ENSG00000167986 1 ENSG00000149483
ENSG00000149483 11 61136982 61159158 22177 1 ENSG00000149483 1 ENSG00000187049
ENSG00000187049 11 61166336 61170120 3785 1 ENSG00000187049 -1 ENSG00000149532
ENSG00000149532 11 61197504 61535972 338469 -1 ENSG00000149532 -1 ENSG00000134825
ENSG00000134825 11 61560275 61560108 -166 -1 ENSG00000134825 1 ENSG00000168496
ENSG00000168496 11 61564717 61640990 76274 1 ENSG00000168496 -1 ENSG00000221968
ENSG00000221968 11 61659524 61664772 5249 -1 ENSG00000221968 -1 ENSG00000167994
ENSG00000167994 11 61687742 61727189 39448 -1 ENSG00000167994 -1 ENSG00000167996
ENSG00000167996 11 61735133 61891444 156312 -1 ENSG00000167996 1 ENSG00000149503
ENSG00000149503 11 61920636 62104919 184284 1 ENSG00000149503 1 ENSG00000162174
ENSG00000162174 11 62160883 62201015 40133 1 ENSG00000162174 -1 ENSG00000124942
ENSG00000124942 11 62323708 62327072 3365 -1 ENSG00000124942 -1 ENSG00000254772
ENSG00000254772 11 62342402 62360685 18284 -1 ENSG00000254772 -1 ENSG00000149480
ENSG00000149480 11 62369313 62369689 377 -1 ENSG00000149480 -1 ENSG00000149499
ENSG00000149499 11 62380238 62382767 2530 -1 ENSG00000149499 -1 ENSG00000149541
ENSG00000149541 11 62389648 62392297 2650 -1 ENSG00000149541 -1 ENSG00000089597
ENSG00000089597 11 62414105 62414319 215 -1 ENSG00000089597 -1 ENSG00000185085
ENSG00000185085 11 62420775 62430286 9512 -1 ENSG00000185085 -1 ENSG00000162194
ENSG00000162194 11 62439728 62437744 -1983 -1 ENSG00000162194 1 ENSG00000204922
ENSG00000204922 11 62441160 62443969 2810 1 ENSG00000204922 -1 ENSG00000162191
ENSG00000162191 11 62446568 62457746 11179 -1 ENSG00000162191 -1 ENSG00000234857
ENSG00000234857 11 62494857 62495540 684 -1 ENSG00000234857 1 ENSG00000162222
ENSG00000162222 11 62507766 62515790 8025 1 ENSG00000162222 -1 ENSG00000185670
ENSG00000185670 11 62521661 62529015 7355 -1 ENSG00000185670 1 ENSG00000168002
ENSG00000168002 11 62534183 62538774 4592 1 ENSG00000168002 1 ENSG00000162227
ENSG00000162227 11 62554815 62539100 -15714 1 ENSG00000162227 -1 ENSG00000168569
ENSG00000168569 11 62559494 62559594 101 -1 ENSG00000168569 -1 ENSG00000162231
ENSG00000162231 11 62573775 62574368 594 -1 ENSG00000162231 -1 ENSG00000162236
ENSG00000162236 11 62599561 62599813 253 -1 ENSG00000162236 -1 ENSG00000133316
ENSG00000133316 11 62609282 62623517 14236 -1 ENSG00000133316 1 ENSG00000168003
ENSG00000168003 11 62656353 63340666 684314 1 ENSG00000168003 -1 ENSG00000176485
ENSG00000176485 11 63384356 63391558 7203 -1 ENSG00000176485 -1 ENSG00000184743
ENSG00000184743 11 63439394 63448917 9524 -1 ENSG00000184743 1 ENSG00000133318
ENSG00000133318 11 63527364 63580859 53496 1 ENSG00000133318 1 ENSG00000168005
ENSG00000168005 11 63595191 63606399 11209 1 ENSG00000168005 1 ENSG00000072518
ENSG00000072518 11 63678492 63706430 27939 1 ENSG00000072518 1 ENSG00000110583
ENSG00000110583 11 63724801 63742078 17278 1 ENSG00000110583 1 ENSG00000176340
ENSG00000176340 11 63744016 63753324 9309 1 ENSG00000176340 1 ENSG00000167770
ENSG00000167770 11 63769284 63766029 -3254 1 ENSG00000167770 -1 ENSG00000133315
ENSG00000133315 11 63933579 63952743 19165 -1 ENSG00000133315 1 ENSG00000168439
ENSG00000168439 11 63972016 63991270 19255 1 ENSG00000168439 -1 ENSG00000149743
ENSG00000149743 11 63993727 63993412 -314 -1 ENSG00000149743 1 ENSG00000149761
ENSG00000149761 11 63998159 63997749 -409 1 ENSG00000149761 1 ENSG00000110011
ENSG00000110011 11 64001759 64002009 251 1 ENSG00000110011 1 ENSG00000173511
ENSG00000173511 11 64006260 64008474 2215 1 ENSG00000173511 1 ENSG00000173486
ENSG00000173486 11 64011605 64011955 351 1 ENSG00000173486 -1 ENSG00000173457
ENSG00000173457 11 64014414 64018994 4581 -1 ENSG00000173457 1 ENSG00000149782
ENSG00000149782 11 64036623 64037301 679 1 ENSG00000149782 -1 ENSG00000002330
ENSG00000002330 11 64052177 64037533 -14643 -1 ENSG00000002330 1 ENSG00000173264
ENSG00000173264 11 64056973 64073043 16071 1 ENSG00000173264 1 ENSG00000173153
ENSG00000173153 11 64084216 64083931 -284 1 ENSG00000173153 -1 ENSG00000173113
ENSG00000173113 11 64085557 64085559 3 -1 ENSG00000173113 1 ENSG00000126432
ENSG00000126432 11 64089284 64107694 18411 1 ENSG00000126432 1 ENSG00000168071
ENSG00000168071 11 64125007 64126619 1613 1 ENSG00000168071 1 ENSG00000162302
ENSG00000162302 11 64139688 64532077 392390 1 ENSG00000162302 -1 ENSG00000168066
ENSG00000168066 11 64546259 64556289 10031 -1 ENSG00000168066 -1 ENSG00000168067
ENSG00000168067 11 64570714 64570981 268 -1 ENSG00000168067 -1 ENSG00000133895
ENSG00000133895 11 64578767 64619113 40347 -1 ENSG00000133895 -1 ENSG00000110047
ENSG00000110047 11 64655769 64685024 29256 -1 ENSG00000110047 1 ENSG00000068971
ENSG00000068971 11 64701946 64781584 79639 1 ENSG00000068971 1 ENSG00000213465
ENSG00000213465 11 64789657 64781653 -8003 1 ENSG00000213465 1 ENSG00000110025
ENSG00000110025 11 64808045 64808372 328 1 ENSG00000110025 1 ENSG00000168061
ENSG00000168061 11 64812301 64833771 21471 1 ENSG00000168061 -1 ENSG00000146670
ENSG00000146670 11 64851637 64851694 58 -1 ENSG00000146670 1 ENSG00000162300
ENSG00000162300 11 64855871 64856795 925 1 ENSG00000162300 1 ENSG00000149823
ENSG00000149823 11 64879333 64888099 8767 1 ENSG00000149823 -1 ENSG00000149806
ENSG00000149806 11 64889946 64948036 58091 -1 ENSG00000149806 1 ENSG00000014216
ENSG00000014216 11 64979478 65029232 49755 1 ENSG00000014216 1 ENSG00000014138
ENSG00000014138 11 65073061 65082288 9228 1 ENSG00000014138 1 ENSG00000149798
ENSG00000149798 11 65089901 65101224 11324 1 ENSG00000149798 1 ENSG00000133884
ENSG00000133884 11 65120721 65154069 33349 1 ENSG00000133884 1 ENSG00000126391
ENSG00000126391 11 65180997 65292547 111551 1 ENSG00000126391 1 ENSG00000142186
ENSG00000142186 11 65306176 65306275 100 1 ENSG00000142186 -1 ENSG00000168056
ENSG00000168056 11 65326402 65337900 11499 -1 ENSG00000168056 1 ENSG00000173465
ENSG00000173465 11 65341414 65339819 -1594 1 ENSG00000173465 1 ENSG00000176973
ENSG00000176973 11 65341670 65343508 1839 1 ENSG00000176973 1 ENSG00000173442
ENSG00000173442 11 65360122 65365225 5104 1 ENSG00000173442 -1 ENSG00000173327
ENSG00000173327 11 65382854 65383243 390 -1 ENSG00000173327 1 ENSG00000197136
ENSG00000197136 11 65404911 65405567 657 1 ENSG00000197136 1 ENSG00000213445
ENSG00000213445 11 65418402 65421066 2665 1 ENSG00000213445 -1 ENSG00000173039
ENSG00000173039 11 65430566 65479466 48901 -1 ENSG00000173039 1 ENSG00000172977
ENSG00000172977 11 65487076 65482366 -4709 1 ENSG00000172977 -1 ENSG00000172922
